True
8,98316 	 12,16000
9,01863 	 11,47000
9,21345 	 12,44000
9,47121 	 12,16000
9,46875 	 9,52000
9,30259 	 9,26000
9,10428 	 7,68000
9,04944 	 7,20000
9,05446 	 7,08000
9,08266 	 6,84000
9,14443 	 6,60000
9,45097 	 6,60000
9,97197 	 6,60000
10,44780 	 9,26000
10,66023 	 9,39000
10,79458 	 10,56000
11,38086 	 10,56000
12,04425 	 13,70000
11,63950 	 11,60000
10,95204 	 10,95000
11,49101 	 12,30000
11,92874 	 12,02000
11,54422 	 10,95000
11,26083 	 11,21000
11,43170 	 12,16000
11,44892 	 12,44000
11,71465 	 12,58000
13,03664 	 14,96000
14,28045 	 16,08000
14,40203 	 15,24000
13,89668 	 14,82000
13,41676 	 13,84000
13,30811 	 14,68000
13,63807 	 16,08000
15,05598 	 18,18000
16,78425 	 21,26000
18,26707 	 21,26000
18,86337 	 20,14000
18,44250 	 18,88000
18,05416 	 18,32000
18,00988 	 19,02000
19,27080 	 24,34000
21,97185 	 30,35000
25,87879 	 33,50000
29,12834 	 33,05000
30,43964 	 39,20000
32,28292 	 38,00000
31,94714 	 33,50000
30,99780 	 31,25000
30,51039 	 30,35000
30,13119 	 28,26000
28,93692 	 26,30000
26,34328 	 22,52000
23,50568 	 19,16000
22,50903 	 18,46000
22,40071 	 17,90000
22,10130 	 17,34000
21,78535 	 17,06000
21,51468 	 19,02000
20,96464 	 16,78000
20,72146 	 13,84000
21,01623 	 14,82000
21,33547 	 14,82000
21,05129 	 13,84000
20,79426 	 13,56000
20,99310 	 13,84000
21,16188 	 14,12000
21,37502 	 18,88000
22,64216 	 25,18000
25,12700 	 23,92000
27,65217 	 23,92000
29,16013 	 24,20000
39,97053 	 35,15000
52,32044 	 32,30000
54,22617 	 32,00000
53,91459 	 32,30000
52,21835 	 30,35000
49,82015 	 27,70000
47,04535 	 25,88000
43,71075 	 26,72000
41,99091 	 37,10000
45,75959 	 55,75000
52,48375 	 58,47000
55,23146 	 55,41000
55,19627 	 47,56000
54,03668 	 43,40000
52,83843 	 39,95000
51,68039 	 38,75000
50,79021 	 38,00000
49,30317 	 37,25000
46,49637 	 35,30000
42,59327 	 30,65000
38,58142 	 26,58000
36,43963 	 24,90000
34,69524 	 23,36000
32,84264 	 20,84000
32,07199 	 21,68000
33,13915 	 24,06000
36,10691 	 27,56000
39,38125 	 29,15000
40,29683 	 28,26000
38,83912 	 26,72000
36,49100 	 22,80000
34,98161 	 22,38000
35,90744 	 30,80000
38,99921 	 38,60000
42,26504 	 35,75000
41,92194 	 33,95000
41,79139 	 33,20000
41,45692 	 32,90000
42,25961 	 37,40000
46,15708 	 48,84000
52,50357 	 59,15000
57,39499 	 64,76000
59,68707 	 63,74000
58,63003 	 53,54000
57,16735 	 48,04000
56,02188 	 49,48000
55,19277 	 47,24000
55,25496 	 43,10000
56,39070 	 62,38000
75,53510 	 89,18000
100,71419 	 88,82000
109,28929 	 92,60000
105,52986 	 77,51000
99,83450 	 61,36000
94,50734 	 54,73000
89,60206 	 51,33000
85,40024 	 49,48000
82,06293 	 51,33000
78,95366 	 53,54000
75,86331 	 50,99000
72,10995 	 52,18000
68,32472 	 48,68000
66,54392 	 46,92000
66,93481 	 50,48000
69,57792 	 54,39000
71,32000 	 55,07000
69,86820 	 54,22000
68,09301 	 53,88000
65,54134 	 49,64000
62,54603 	 45,96000
61,47509 	 43,25000
61,08530 	 45,80000
62,38185 	 52,01000
63,08640 	 54,56000
63,52435 	 54,05000
